state,election_year,jurisdiction_code,jurisdiction_name,county,local_unit,level,method,method_label,source_field,voters,method_share_pct,total_voters,value_status,source_url,source_title,source_status
OH,2024,3900100000,ADAMS COUNTY,,ADAMS COUNTY,jurisdiction,physical_polling_place,Physical polling place,F1b,5372,42.8492,12537,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
OH,2024,3900100000,ADAMS COUNTY,,ADAMS COUNTY,jurisdiction,absentee_uocava,Absentee UOCAVA,F1c,20,0.1595,12537,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
OH,2024,3900100000,ADAMS COUNTY,,ADAMS COUNTY,jurisdiction,mail_votes,Mail votes,F1d,1649,13.1531,12537,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
OH,2024,3900100000,ADAMS COUNTY,,ADAMS COUNTY,jurisdiction,provisional_ballot,Provisional ballot,F1e,231,1.8425,12537,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
OH,2024,3900100000,ADAMS COUNTY,,ADAMS COUNTY,jurisdiction,in_person_early,In-person early voting,F1f,5265,41.9957,12537,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
OH,2024,3900100000,ADAMS COUNTY,,ADAMS COUNTY,jurisdiction,mail_votes_vote_by_mail_jurisdiction,Mail votes in vote-by-mail jurisdiction,F1g,0,0.0000,12537,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
OH,2024,3900100000,ADAMS COUNTY,,ADAMS COUNTY,jurisdiction,other_participation,Other participation,F1h,,,12537,missing,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
OH,2024,3900300000,ALLEN COUNTY,,ALLEN COUNTY,jurisdiction,physical_polling_place,Physical polling place,F1b,27429,58.5527,46845,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
OH,2024,3900300000,ALLEN COUNTY,,ALLEN COUNTY,jurisdiction,absentee_uocava,Absentee UOCAVA,F1c,92,0.1964,46845,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
OH,2024,3900300000,ALLEN COUNTY,,ALLEN COUNTY,jurisdiction,mail_votes,Mail votes,F1d,5510,11.7622,46845,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
OH,2024,3900300000,ALLEN COUNTY,,ALLEN COUNTY,jurisdiction,provisional_ballot,Provisional ballot,F1e,687,1.4665,46845,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
OH,2024,3900300000,ALLEN COUNTY,,ALLEN COUNTY,jurisdiction,in_person_early,In-person early voting,F1f,13090,27.9432,46845,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
OH,2024,3900300000,ALLEN COUNTY,,ALLEN COUNTY,jurisdiction,mail_votes_vote_by_mail_jurisdiction,Mail votes in vote-by-mail jurisdiction,F1g,0,0.0000,46845,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
OH,2024,3900300000,ALLEN COUNTY,,ALLEN COUNTY,jurisdiction,other_participation,Other participation,F1h,37,0.0790,46845,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
OH,2024,3900500000,ASHLAND COUNTY,,ASHLAND COUNTY,jurisdiction,physical_polling_place,Physical polling place,F1b,12986,48.0163,27045,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
OH,2024,3900500000,ASHLAND COUNTY,,ASHLAND COUNTY,jurisdiction,absentee_uocava,Absentee UOCAVA,F1c,70,0.2588,27045,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
OH,2024,3900500000,ASHLAND COUNTY,,ASHLAND COUNTY,jurisdiction,mail_votes,Mail votes,F1d,3466,12.8157,27045,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
OH,2024,3900500000,ASHLAND COUNTY,,ASHLAND COUNTY,jurisdiction,provisional_ballot,Provisional ballot,F1e,483,1.7859,27045,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
OH,2024,3900500000,ASHLAND COUNTY,,ASHLAND COUNTY,jurisdiction,in_person_early,In-person early voting,F1f,10040,37.1233,27045,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
